CustomerID,TotalSales,OrderCount,AvgOrderValue
12346.0,16.72499931542752,3.2685535953300513,11.73144640466995
12347.0,16.457445111866697,6.064172668078505,11.401033080995441
12348.0,15.967466329442063,5.573387999498566,10.92958968014279
12349.0,15.944095630938257,3.269359481485355,11.683093235351729
12350.0,14.26785242790661,3.270165367640659,10.331622152907462
12352.0,16.193114452927095,6.309162059290823,10.169639035691423
12353.0,13.363648161655885,3.2709712537959623,8.429730826390786
12354.0,15.508917107074272,3.271777139951266,11.612981139840308
12355.0,14.613577588531887,3.2725830261065694,10.970689874063279
12356.0,16.26886775152564,5.158356629517172,11.557374995124356
12357.0,16.58074569362816,3.2733889122618733,11.729028746204037
12358.0,14.668377847092538,3.274194798417177,11.04563728650652
12359.0,16.585581010559984,5.5741938856538695,11.672616715332781
12360.0,16.233408760692278,5.159162515672476,11.537227841241762
12361.0,13.75692060544408,3.275000684572481,9.223528689364908
12362.0,16.504186508874312,6.387333016355279,11.151208372851302
12363.0,14.802960835028252,4.50881238834241,9.888384767490441
12364.0,15.425910833077992,5.15996840182778,10.330816266752159
12365.0,14.969779269176112,4.509618274497713,10.228468725028593
12370.0,16.390556560976492,5.574999771809173,11.536421955086459
12371.0,16.007760637207248,4.510424160653017,11.56301619821148
12372.0,15.6684825658244,5.160774287983084,10.869954104650319
12373.0,14.366976425008962,3.2758065707277844,10.529064260956863
12374.0,15.13820947563458,3.276612456883088,11.447774478003055
12375.0,14.607130499289458,4.51123004680832,9.56603030536897
12377.0,15.88123651082457,4.512035932963624,11.50579828118492
12378.0,16.45099802262427,3.2774183430383914,11.721775770806305
12379.0,15.273598349725598,4.512841819118927,10.8441657476806
12380.0,16.244691166866527,5.575805657964477,11.402644853306048
12381.0,15.915083729347325,5.57661154411978,10.836912772282869
12383.0,15.99083702794587,5.880430624669266,10.556464390237188
12384.0,14.856955207433597,4.513647705274232,9.9891205369034
12386.0,14.475771055974958,4.514453591429535,9.332323320330904
12388.0,16.259197117661994,6.064978554233808,10.989225255635263
12390.0,14.798931404251732,3.2782242291936954,11.212455720654381
12391.0,14.617607019308405,3.2790301153489994,10.977136963305707
12393.0,15.85464226769955,5.5774174302750845,10.700718012036546
12394.0,15.658006045805452,4.515259477584839,11.346232822434791
12395.0,16.305938514669606,6.515468915048563,9.749772348778208
12397.0,16.172161412889196,4.516065363740142,11.634740066033508
12398.0,15.884460055445786,3.279836001504303,11.675034373798692
12399.0,15.533093691733383,5.578223316430388,9.895637742888175
12401.0,13.355589300102848,3.2806418876596064,8.413613103284714
12402.0,13.893921251845704,3.28144777381491,9.542659606865163
12403.0,14.547494923796986,3.2822536599702135,10.852224609233637
12405.0,15.925560249366272,3.2830595461255174,11.68148146304112
12406.0,16.373632951715116,4.516871249895446,11.679869690730513
12407.0,15.923948477055665,5.88123651082457,10.382392980691595
12408.0,16.28417958847641,5.882042396979874,11.254361800730173
12409.0,16.66616962609035,5.161580174138387,11.71855222618509
12410.0,15.067291493967858,4.517677136050749,10.417851971524957
12412.0,15.62254705497209,5.162386060293691,10.757935929063107
12413.0,15.160774287983083,5.163191946448994,9.756219438020638
12414.0,14.819078558134324,5.163997832604299,9.203381535482317
12415.0,16.728222860048735,6.662946081469136,11.728222860048735
12417.0,16.3486504809007,6.309967945446126,10.763577132150234
12418.0,15.029414844668585,3.2838654322808214,11.384109471734064
12420.0,14.887578881335138,3.284671318436125,11.290626677718837
12421.0,15.224439294252074,5.579029202585692,9.33796452341803
12422.0,15.219603977320252,5.164803718759602,9.842449256638131
12423.0,15.89010125853291,6.202785086790737,9.625665880861442
12424.0,15.946513289404168,4.518483022206054,11.533198410465245
12425.0,15.185756758797497,3.2854772045914284,11.480009924215201
12426.0,14.852119890501776,3.286283090746732,11.262420662283208
12427.0,15.245392334289969,5.165609604914906,9.881937678248011
12428.0,16.631516521412294,6.388138902510582,11.535616068931155
12429.0,16.42279200718864,5.579835088740995,11.558180881279657
12430.0,13.995462907413968,3.2870889769020355,9.777172478058533
12431.0,16.587998669025893,6.5920280998024126,10.869148218495015
12432.0,16.52836309353342,5.882848283135178,11.583969238249376
12433.0,16.66214019531383,5.883654169290481,11.702434503079017
12434.0,15.222021635786163,4.519288908361357,10.730535799782782
12435.0,16.625875318325168,4.520094794516661,11.720969884651002
12436.0,14.72156633334258,3.2878948630573395,11.116555268173244
12437.0,16.50982771196144,6.621845887548648,9.91900844139198
12438.0,16.28498547463171,4.520900680671964,11.660528423003225
12441.0,13.699702688417519,3.2887007492126434,9.081692726031461
12444.0,16.524333662756902,5.884460055445785,11.579939807472858
12445.0,13.52724305118253,3.289506635367947,8.723073386921325
12446.0,15.425104946922689,3.2903125215232505,11.581551579783465
12447.0,14.647424807054641,3.291118407678554,11.02790779108984
12448.0,14.591012776183383,3.2919242938338575,10.932813224764006
12449.0,16.456639225711395,5.580640974896299,11.587192782870591
12450.0,13.790767823966833,4.521706566827268,8.478083995709007
12451.0,16.642798927586544,5.885265941601088,11.689540324594157
12452.0,14.557971443815934,4.522512452982571,9.457235674402973
12453.0,15.091468078626967,3.2927301799891615,11.417150804101516
12454.0,16.387333016355278,3.2935360661444655,11.716940453874482
12455.0,16.18183204675284,6.065784440389113,10.773247766013878
12456.0,16.333338643949933,5.166415491070209,11.603310505976664
12457.0,16.15926723440434,6.20359097294604,10.354186965255966
12458.0,15.379169436070379,4.523318339137876,11.018237157226196
12461.0,15.248615878911185,4.524124225293179,10.782918399877522
12462.0,15.596758698002372,4.524930111448483,11.280956043855193
